IsAggressive	Comment
0	`*someone who speaks modern Modern English is never said to have an accent (except maybe facetiously by those with thick regional accents)And by linguists, who acknowledge that everyone has an accent. As for using  to represent the American vowel in ``caught`` (for those who still distinguish it from ``cot``), J.C. Wells already does that in the Longman Pronunciation Dictionary, though in his case it's probably to emphasize how much more open the vowel is in American English than in British English, for which he uses traditional .  `
0	== Some personal observations here: ==Put a summary of it into the Roots of Christianity; perhaps a whole subsection thereof.  If the Zoroastrianism part is included, then so must the Egyptian especially since the Hebrews were long associated with Egypt back to the Hyksos invasion.  It would be POV to disclude this factor, considering the trail of monotheism left by Akhenaten and adopted by the Hebrews.  I myself don't know much about Zoroaster, but I certainly recognise much of the Egyptian issue and I'm more of a casual researcher.  It seems to me that Zoroastrian elements are tied to the Persian background, but it would be prejudiced to say that the Egyptians have no basis when they long dominated Palestine.  The Greek Pharaoh himself patroned the Septuagint in Alexandria.  I find the bigotry towards an Egyptian root of Christianity to be entirely unfounded when so much of Egyptian culture was adopted by all peoples in a certain radius outwards.  Perhaps this lies in traditional ideas about race; that the Hamites of Africa have not contributed anything and that the Persians supposedly were/are White or considered Japhethic as opposed to the Semites.  Seriously, this Noahidic classification thing is ridiculous because these Afro-Asiatic people are undoubtedly very much alike and most uninvolved observers would say they are less White than the Greeks and Romans.  I consider Persians to be Semites because they are Asian, in this context.  Give it as much credence as the Persian foundations and you will make this NPOV.  I seriously suggest expounding upon both roots of Christianity and also delineating the Greek root which provided Roman impetus for adoption and proliferation.  For instance, if the Greeks hadn't patroned that religious culture as their relation to Philistines, Rome would have dismissed it as everything else in their cultural relationship with Greece.  Rome even rebuilt Greek Philistia as Palestine and during the Catholic Crusades, it became the Kingdom of Jerusalem.  Christianity has so many dimensions, that it would be haughty to overlook its far ranging origins which even has pagan influences from Europe and Buddhist ties in Southwest Asia.  I myself used to be atheist or Odinist not wanting to deal with what I percieved to be other peoples' culture and now I look in wonder at the historical background of the Sea Peoples and the subsequent Graeco-Roman expansion in the Mediterranean Sea.  There are European roots throughout the region now considered Islamic or Arab, but if we don't provide the means for people to see it we will forget it as much as the terrible destruction of the Library of Alexandria.  Just think of the term Indo-European and you will understand Alexander the Great's empire.  See the connection between the European fylfot and Indian swastika or the Cross and the Ankh?  Please don't demolish this magnificent research, for it has been a great boon in my life to know these things.  I am only stating things as I commonly have studied and heard of them.  I do not propose to limit and debar other positions on this issue, therefore I am not endorsing POV.  The various sources I have seen via Google search appear legitimate and/or sometimes biased(as anything!), but it is not my position to judge the appropriateness of the topic.  We are not to cast a POV on the issue in favour or against, just to deliver as any messenger does.  The existing article on the History of Christianity provides the Persian background but does not give adequate coverage of the Egyptian or Hellenic origins, which are quite prominent.  After all, Christianity had most of its evolution in non-Persian areas of the Mediterranean Sea.  Tell me, how many Persian people are prominent in the Christian world throughout its history?  What fractionary comparison can you draw that factually examines the amount and shows a majority of Persian elements in Christianity, compared to the vast amount of Greek specialty(as written, verified and generally known amongst the entire Christian populace) and the nursery of Christianity itself in Egypt via the Old Testament(even Jesus's infancy was spent in Egypt, in safety from Herod!)?  Please, where is the background of Christianity in Persia besides 19th century racial studies?  Like I've said, the Noahide classification thing has been similarly discredited and its density in weight grew most during that era for Indo-Aryan racist theories.   
0	== Errant image tagger? ==Hi.  I helped a lot on the first round of the image tagging project.  Unfortunately I've been toooo busy to help lately.  But there's possibly an issue with one of the taggers currently working on the project I wanted to bring to your attention, since you're so involved with it.The description page for an image I posted some time ago showed up in my watchlist today, so I checked it out.  Turns out that a previous vandal had removed my {{GFDL}} tag along with the source info.  That change went unnoticed by me, so it landed in the latest list of untagged images.  Today's change was  putting a {{PD}} tag on it.  Of course, as creator of the image I know for a fact that it is not public domain, and don't see how  could have labeled it as such – {{unverified}}, perhaps, but not {{pd}}. is listed on the untagged images project page.  I looked at this user's contributions, and [s]he is busy tagging away.  But it looks to me like that user is being way too free with {{pd}}. I know for a fact that [s]he tagged my image {{pd}} without cause (didn't even query my user talk page), and others look suspicious, too.  I also see [s]he has tagged images {{unknown}} that should have {{gfdl}} (:Image:Laferteairshow001.jpg),  {{unverified}} that should have {{coatofarms}} (:Image:Villegaignon-crest.gif), and other problems.I left a note on the user's talk page about my map image in particular.  I don't know if you or someone else would want to review this user's tagging contributions and try to educate the user on how to do a better job.  I'd attempt this myself, but, as I said, I'm too busy to contemplate getting into a back-and-forth with someone or going through and retagging all the images [s]he has touched.Thanks for all your great work on this important project and the related image projects!    
0	`::Well... I get the impression that the same message is iterated about three times in the lead section and the 'What counts as ``science``?' section. If nothing else, the text can probably be reworded.  |  ==Scientific revolution==Should it be ``scientific revolution`` or ``Scientific Revolution``? I don't care much which, but at least the use should be consistent ) -  |  `
0	If you are so flabbergasted, why don't you look up a search on Google yourself.  You want a burden of proof, so get one for free!   
0	::::I disagree that capitalism is a development only from mercantilism or protectionism. Far more important is the contrast to earlier feudal systems. Proctectionism is an economic theory about how trade with other nations should be regulated and is contrasted with free trade, not with capitalism. The introduction of capitalism had for greater political, social and economic repercussions than merely advocating free trade with other nations. See Hernando de Soto excellent article here .
1	`::No!  This is a GROUP EFFORT!  Wikipedia is a collaborative COMMUNITY and there are no school essays here.  The article needs to be more professional and adopt a better title besides the references.  This is all that needs to be done, so get off your high horse and accomplish what you want to see done.  If you have these goals, then put yourself to the test of solving this problem.  That's what I do whenever something perturbs me.  You're just looking for a fight about something you admittedly care nothing about.  How about I come by your house and criticise your gardens?  ``Why?`` You say.  ``Because they are too fucking ugly and I don't like the way they  don't blend in with the neighbours' yards.  So tacky, but I'm only passing by and I've never been down this road before.``   `
0	::::Hey, I'm not changing my position on the issue.  If you don't care about the topic, wait for somebody specialising in the content instead.  You have no right to interfere where you don't care to be.  Stop banging your head against the door and just open it, or use another.  I myself am waiting for CD to return and edit this article because I believe it is unprofessionally formatted.  Perhaps I may help the article, but I'd like to STUDY MORE ABOUT THE ISSUE BEFORE DISMISSING IT.  You are loving this reverse psychology; it's rather obvious.   
0	`== Pathetic Motorways, and the ``Walton Summit Motorway`` ==I resent the implication, being the webmaster of the aforementioned site.  The site is not a ``Wacky Website``, but a factually accurate record, with comments tossed in.  You are allowed to educate without boring people, you know!UncleG is proceeding from a false assumption:  that the classification of all motorways is listed on signposts.  There are many other examples of ``unsigned`` motorways where official DfT documentation exists, such as the tiny A635(M) in Manchester or the A14(M) in Cambridgeshire.The Walton Summit Motorway is an extremely unusual case.  Whilst it is quite true that there are many short motorway spurs that are simply a part of the ``parent`` motorway, such as the M1 spur at Luton, the Walton Summit Motorway does not fall into this category.As is clearly pointed out, the Walton Summit Motorway is neither part of the M61, nor part of the M65, but does have motorway classification because it inescapably leads to the roundabout that links the two.  There is no other stretch of motorway in the UK where a short ``spur`` motorway actually links two different motorways.If it is part of the M65, as the ``start of restrictions`` sign at the bottom of the hill implies, then why does the directional flag sign state ``M61 (M65)``, meaning a part of the M61?  This is a common form of signage throughout the UK system, but is unusual to be found upon a motorway.  A similar item can be seen with reference to the example of the A635(M) above, the ``start of restrictions`` sign when heading westbound on the A635(M) clearly states ``A57(M)``, but the DfT documentation states otherwise. (it's the ``Statutory Instrument 1995 No. 3266 The City of Manchester (Mancunian Way A635(M) and A57(M) Mancunian Way Slip Roads) Special Road Scheme 1992 Confirmation Instrument 1995`` that you're looking for if you're really concerned about its accuracy.  A PDF copy is available on Pathetic Motorways, but a simple Google search will turn up the relevant central government pages if you doubt the source material).The Walton Summit Motorway is a motorway without a number, hardly an unusual concept in road terms, where most roads either do not possess a classification number, or is of a ``C``, ``D`` or ``U`` classification, which do not appear on road signs.  It is, bowever, an unusual concept in motorway terms.`
0	== antecedents etc? ==It is more a technical manual page than an encyclopaedia article.Are there other approaches to the same problem and is cron/crontab better?I suppose it was Kernigan and Ritchie (??) who implemented it, but were they using something commonplace at that time?
0	Aha, similar issues surfaced some time ago at Talk:Grammatical tense and it was decided to go for a rewrite from scratch. At Grammatical tense/multilingual sources we have started to collect data and to draft a better article; the thought-out opinions of both of you would be much appreciated! You two might also be interested in the Linguistics section of Wikiproject Countering Systemic Bias. Issues like this, like Noetica remarks, often have to do with the use of traditional (Latin-inspired) terminology. The Linguistics section of the CSB project aims at a more universal and modern approach in Wikipedia's linguistic articles. —   
0	 when servicing the Ibne '''''', as he loves that.
0	==La Shawn Barber==Hey Mike, I heard you were wrongly punished by the politically antagonistic editors here at Wikipedia.  Currently, RickK is attempting to set a precedent that his liberal cabal can delete any article that they dislike politically.  Please join the fight against RickK's cabal and voice your opinion on Wikipedia:Votes for deletion/La Shawn Barber.  The sooner we end his cabal's reign of terror the sooner we will put an end to politically-motivated oppression.  
0	`== Corrected TYPO in your ``About Me`` section! (Please to ``Pleased``, adding missing d) == `
0	`==Anon vandalism==Gidday Coolcat, I've looked at 's edits, and they are indeed vandalism. Since they were made by an anon without a history of previous vandalism, and they all happened within ten minutes and many hours ago, I doubt that anything would be achieved by blocked the IP address. I've placed a warning on their talk page, but the chances are, they'll never see it because they got bored with vandalising Wikipedia and moved on.When you warn someone for this sort of activity, please put your warning on their talk page, not their user page. Only a message posted to the talk page generates the ``You have new messages`` sign for them. Most vandals stop when they see this message.Thanks for alerting me about this anon.- `
0	First of all, I LOVE DIP TOO! I was actually thinking of using it for games like Setters or Carcassonne or Ticket to Ride in our group of friends. But anyway, what about this idea suggested by a friend: If player A wins against B and C, then the Elo is calculated as if it were 2 games: A beats B, A beats C. Is that any mathematically better or worse than the one you mention? 
0	== Maps ==Your maps look very similar to this website:  except the version that they have is cleaner and clear.   
0	Vandals stop messing with this page!
0	 Thou art welcome anyway, Jason (beware of whales, though!) 
0	Ignoring the question of how long it will take to actually use it all up, I am prepared to concede the point that if the modern increase rate in CO2 can be extrapolated to burning all known reserves then that would put us at about 700 ppm or less (2.5 times preindustrial levels).  Now, there is a big if in there since we don't really know how existing carbon sinks like soils, forests, and the oceans will respond to increasing CO2.  Right now, these systems buffer the atmosphere so that the annual increase at Mauna Lao is actually significantly lower (by about 50%) than if you just calculate the increase expected from all the CO2 humans dump into the atmosphere.  Basically because CO2 has increased, these systems draw down more CO2 than they did in preindustrial times and hence partially offset our pollution.  Some scientists think this buffer will become ever more effective as CO2 rises, others think it will saturate and a substantially lower fraction of our waste will be absorbed.  Obviously, such uncertainties are important for figuring out max CO2.:::Taking for the moment a value of 700 ppm as a reasonable end point, that still seems potentially bad.  How bad probably depends on how sensitive things like thermohaline circulation are to multiple degree changes in temperature, and how big a feedback is associated with retreating sea ice and permafrost.  Not exactly a risk I am eager to take given existing climate uncertainties.  However, at face value it would seem to take some disasterous scenarios off the table.  For example, it is estimated that the wholesale deglaciation of Antarctica won't occur till 3-3.5 times preindustrial CO2 levels.  (This was presented at a conference of the American Geophysical Union, but I am having trouble finding a reference).:::I think your consideration of how high can CO2 levels really get is a valid one, and potentially very intersting.  However, given the uncertainties involved in such estimates, I would really like to see if we can find something published on the issue.  An academic paper would (hopefully) have spent more time thinking through these issues and work out what kind of a range of values is possible.::: 
0	::You are entirely correct.  Israel is a Zionist state.  It would be impossible for Israel to be a Crusader state.  Just look up Christian Zionism.   
0	(addendum: IMDB info at http://www.imdb.com/title/tt0096659/)
0	::If you insist, we can keep going through the same routine forever. Personally, I'd rather compromise.  
0	`Calm down, don't exert pressure when you can talk in normal tone.  Anyhow, I did provide evidence, but I guess your idea of evidence is a photograph or a video tape showing Shahrbanoo being dragged on sand by the Arabs.  So Ali knew Persian, eh?  I suppose you have evidence for this?  The page you asked me to click says Ali knew persian and furthermore it quotes a Shia hadith which claims the following masterpiece of comedy::Ali, then came up to the princess and asked: ``What is your name?`` The princess replied: ``The daughter of Jahan-shah``. Ali said: ``and so Shahr-banuyeh you will be called`` (``the bride of the land``).Do you honestly believe that?!  That claim is embarrassingly stupid.  So what evidence you have that Ali knew Persian?  And what evidence you have that Shahrbanoo, who was clearly captured by the Arabs, married Hussayn willingly? Oh, and for your good information, there is plenty of solid historical evidence that her name was Shahrbanoo, and the Arabs didn't gave her that name.  Even if and Arab knew some Persian, what are the chances they knew the difference between the double meaning of ``land/country and city`` for ``shahr``?  At any rate, the Zoroastrians also call her Shahrbanoo, and if her name was given by Ali to her, the Zoros would have referred to her by her original name not by her allegedly Arab given name. Besides, didn't it occur to your brilliant mind that  if Ali was going to give her a name, he would have given her an Islamic name not  a Persian name?   `
0	why are there so many horses in Iceland? That works out to more than 1 horse per 3 people. How do they manage them in the nuclear winter and for feed?
0	`If you really beleive all that Shia crap, then good luck to you, cuz you're gonna need it in life.  You don't seem to have a solid grip on reality.  You seem to live in your own world. Anyhow, I will give you a bit of clue free of charge.  The reason there are some favourable Hadiths for Iranians is, surprise surprise, because out of the 6 main Hadith authors, 4 were Iranians, including the 3 most authoritative ones:  Bukhari, Termezi and Hajjaj.  Nasai was also Iranian.  The first 3 were Khurasani, and Nasai was from Pars.  The other 2 Hadith authors are not as major and their works are basically a copy-and-paste from the Hadith of the Iranian authors.  Hajjaj was from Neyshapour but claimed to be of Qushayri origin, so that he was better accepted as some ``real Arab`` from an authentic Arabic origin, but there is academic information that he was indeed of Khorasani origin, and his claim of ``al-Qushayri`` roots is unverifiable.  The most authoritative of the Hadiths is al-Bukhari (from the city of Bukhara).  Having read what you wrote for me, I have reason to believe that someone like you is out of touch with reality and I am not even going to accept an edit war with someone like you. So I let you be happy by deleting the ``forced`` out of the article, and stay happy with your romanticism and keep thinking that Shahrbanoo indeed chose Husayn and they ``lived happily ever after!``, and both Ali and Muhammad knew Persian, and ``Shahrbanoo realized that they had special knowledge``!! hehe no wonder your nation is the way it is today, their ``educated`` people are like you, I can imagine what the uneducated ones are like!!  -)   `
0	`== A Request from El_C and Myself ==Hey Sam,Firstly (and I've repeated this to El_C), if you want to discuss things or have an argument or the like, that's fine, but I'd prefer you not do so on my talk page. Please keep anything there only to relevant communications.Secondly, El_C has some requests, namely that you try to watch yourself and tone down language that he feels is unduly insulting and offensive. Comments like ``This is BS`` or what have you seem to be what is at issue. While both I and he acknowledge that tempers can run hot in user disputes — I've certainly had my share — such behavior is not conducive to any sort of settlement, and El_C would like that addressed as we proceed through dispute resolution. Perhaps give the Wikipedia:Civility and Wikipedia:Wikiquette articles a once over, although I don't doubt you're well versed in their contents. He and I both just want to keep the amount of personal comments, value judgments, subjective assessments, etc. down to a minimum.Thirdly, I'm posting a request for mediation right after this is complete. You indicated before that you were amenable to such mediation, and I operate under the assumption that this is not changed. Let me know if it is, as that is for obvious reasons quite important. Otherwise, check the mediation page for appropriate comments.  `
0	==Adams' apple==The Adam's apple is the most significant bone to be put in the urn. - I always thought the adam's apple is tissue, not bone, and am surprised it can withstand cremation.
0	==RfC==Hello there. I am recently being listed on RfC. Feel free to comment as you wish to. I regard it as a way out and to have the matter settled. Thanks. (and thanks for telling me about that -P )  —  19:01 Mar 1 2005 (UTC)
0	: Have you seen  (from 20000 Leagues) ? Perhaps that'll help you wait until I get the time to scan all those from Mysterious Island ^^  
0	`== knowledge of statistics ==I don't like this sentence:``Dembski's knowledge of statistics, coupled with his general scepticism concerning evolutionary theory, prompted him to regard it as statistically improbable that natural selection could produce the extraordinary diversity of life.``I think that closer to the truth would be``Dembski's knowledge of statistics, coupled with his general scepticism concerning and lack of understanding of evolutionary theory, prompted him to regard it as statistically improbable that natural selection could produce the extraordinary diversity of life.``But of course that would be POV. Anyway, the sentence as it is makes readers think that knowledge of statistics is all you need to judge the question, when in reality you need knowledge of statistics and evolutionary biology. There are loads of biologists (and other scientists) who understand both and who accept evolution. After all, the modern synthesis contains a lot of math, mainly coming from population genetics. But how to formulate that?  `
0	== New articles WikipediA ==WikipediA is the free Turkish Encyclopedia, also known as Turkipedia. It is designed for Turkic people, so that they can express their TPOV (Turkish Point Of View) princeples. The main goal of Turkipedia is to express Turkic lifestyle and standards, and to impose these standards on all other users with different background.Non-Turkic users are allowed read-only access to the Turkipedia article. In some cases, non-Turkic users are allowed to express their point of view, but only if it does not contradict with TPOV base principles. === See also ===*Talk:Nagorno-Karabakh*Talk:Safavids
0	*******I think with SDOIT it's probably preferable for readability's sake (rules are meant to be broken for common sense)... but for the others, probably not?   
0	== Edit summary ==Thanks for the advice Plek, much appreciated. I should certainly use the edit field more liberally, and will try to in future. All the same, it's hard for me to see that not using it makes edits indistinguishable from vandalism, a moment's reading should tell the difference. Thanks,  
0	==Deletion votes and username==Thanks for the advice on the deletion votes - I'll try to be more descriptive of why I think these things should be kept. However, it was not my understanding that a vote would be discounted simply because no explanation was given.Re my username, while I understand that many people harbour predjudice against trolls, my username expresses my belief that in building a neutral, accurate encyclopedia, creative and innovative approaches are helpful. I believe that trolling is an important part of any wiki, and without people who are willing to creatively challenge accepted assumptions and groupthink a community may stagnate or fail to maximise its opportunities. Many people who say they are against 'trolling' are actually, when you talk to them about it, against vandalism, personal attacks or timewasting, none of which I condone. I think that w e need to be more tollerant of different approaches as a community, and more willing to try to understand each other - in that way we can build the best encyclopedia possible. Thanks for you advice, hope to see you around,  
0	== Time to register yet? ==I noticed the good work you are doing, and that you have over 500 edits. Perhaps you would like to register yet? Be able to vote and the like?  
0	`::You were caught cheating.  How does it feel?  Are you claiming that you didn't know that in Browne's note his reference to ``exile`` is about Bahaullah's confinement to certain areas within the Ottoman Empire, by the Ottoman Empire, and not by the Persian Empire?   `
0	:The first argument should imply that you replace it by a picture that you think is better. 
0	Thanks Rossami, although I'm not sure that the comparison with sockster, which looks like a particularly blatant vandalism attempt, is very fair, I will put the explanation on my userpage. The user Clockwork Troll, I think is a counterexample, although s/he was persuaded to change his / her name because of predjudice from others. I hope to begin to redeem the term, and to build better understanding of its true meaning.  
0	28, 5 Mar 2005 (UTC): Punctuation is grammar. On the other hand, this will be fixing HTML entities next...  22:
0	`==Requested move==* The Levellers to Levellers  in line with Wikipedia:Naming conventions#Avoid the definite article   :''Add just * Support or * Oppose under the proposal followed by your ``~~~~``-Add any discussion on the proposed move below this line -`
0	`==Constance Cumbey Update on March 5, 2005 at 10:44 p.m., E.S.T.==Squeakbox's allegations about Nazism and editing a Rastafarian page (to the best of my recollection I have never been to such a page  my knowledge about Squeakbox's Rastafarian sympathies came from his own Wikipedia page)are nothing short of libelous and outrageous.  Obviously he has never read my work.  Most likely he is unfamiliar with the extremely readable and scholarly books of James Webb on occultism, including Nazi permutations of same.  Nazism was clearly based on occultism  evident in every respect from the Thule Society and Theosophical Society roots to the swastika itself.  Hitler did not take his notions from a vaccuum  his notions of ``cleansing actions``, ``master races`` and ``aryanism`` were standard fare in all occult reading  both of Rosicrucians and Theosophists.  As far as left hand swastikas and right hand swastikas are concerned, there are ample books (many of which are in my personal library) showing that it was used interchangeably both ways in both occult and Indian cultures.  The Jews were singled out for hatred in most such literature and still are in the books published by Lucis Trust / Lucis Publishing Company.  Just look at the indexes (and you can do free internet searches):  ``Judaism:  evils of``; ``Judaism, need for dissolution of``.  I have BATTLED Nazism and racism all of my life, starting at age 4 when I told an aunt, ``that man's not bad because he wants to move in your neighborhood.  You're bad because you want to move out just because he's moving in . . .``  Squeakbox owes me an apology.  He confesses he flunked logic.  He also confesses to a closed head injury with a machete type instrument.  For that, I will give him in good Christian style, a charitable interpretation and hope to think that these are his honest interpretations.  Read the New Age books CAREFULLY and not in an altered state  you will find that they are not all peace, light love.  And people who come against them are not ``Nazis``  the kernel of Nazism is the occultism which in its essence spells doom to all who are not blonde, blue-eyed pagans in its ultimate world view.  I have many a New Age book from the early 1980s in my vast personal collection which tells Orientals, Africans, etc., that they should be practicing celibacy as their races are destined to die out anyway.  As regards Solana, he is smart enough to see the Club of Rome agenda for what it clearly is  a global population reduction and occult indoctrination program.  The Club of Rome banner is one that Javier Solana flies the most proudly!`
0	: As I stated earlier, I'm fine with the quality/controversy/popularity comments for both VOY and ENT being cut since both articles cover these aspects suitably. As far as I'm concerned the matter is closed. (I'll let others duke it out over which show they feel is the best - POV away on the discussion page! ;-) ) Cheers!  
0	== Torrent Links ==Does anyone else think all links to existing torrent sites should be removed? Given that most torrent sites are being shut down left and right these days, it's best not to advertise each address to anyone who may be reading. Ofcourse, by typing this, I'm not saying that I support any downloading, because I have a NPOV. -  == Headline text ==
0	`==Duplicate article==Blast! I've just spent a day writing an article on the ``X System``, ss my reference book (see 'Further reading' I just added) calls it, only to discover that we already have an article on this topic, just one which wasn't listed under all its names.Which raises the question of what we ought to call the article. Both the Bell book, and the Turing bio by Hodges, which also covers it in some detail, call it the ``X System`` (or some typographical variant thereof, such as ``X-system``). Do we want to leave it here (which is, I gather, the name the NSA museum has it under), or use the one in all the references?   `
1	 I also found that this guy names Sever is like DA SUPA CHILLA of dem all...little gonden snub nosed maunkey!
0	== Euphrates image ==You welcome. )   
0	:::Have added a screenshot; comments appreciated.  -  
0	`:Well, ``candied yams`` are a very American phenomenon, and it's significant because much of the time (but not always) what is called candied yams are actually sweet potatoes.  Moving this info to the page on yam creates imbalance in the article (since, in the global scheme of things, American ``candied yams`` are trivial, but now take up 1/3 of the article.  And since they are not actually yam (for the most part) one wonders if that info belongs there at all.  I'm not arguing to keep this page as it is - there is duplicate info here about yam - but since candied yams are usually not yam, then maybe it should not be on the yam page.   `
0	`:Can you be a little more specific than ``The Thing`` and ``went cooky``?    `
1	Yeah, what the fuck is this? Get your lazy commie ass back here! As you capitalist overlord, I demand it of you!. Seriously though, come back soon.  
1	FUCK YOU ALKIVA wikipedia is a democracy, a work of contributors, IT IS NOT ABOUT ELITISM, YOU DON'T OWN PAGES HERE.
1	== what to do with elitist assholes who do not allow anybody else to edit certain pages? ==people such as alkivar?WE MUST GET RID OF ELITISM, WIKIPEDIA IS A DEMOCRACY FOR THE CONTRIBUTION OF IDEAS.
0	:That all the people interested had to go from here to your talk page? How clumsy, this is the natural place for the response. The theory that the vaccines cause Autism isn't accepted by the scientific community. Some weaknesses of the theory (from Quackwatch.org):# The known number of ASD cases has been increasing since 1979, but there was no jump after the introduction of MMR vaccine in 1988.# Cases vaccinated before 18 months of age had similar ages at diagnosis as did cases who had been vaccinated after 18 months or not vaccinated, indicating that vaccination does not result in earlier expression of autistic characteristics.# At age two years, the MMR vaccination coverage among the ASD cases was nearly identical to coverage in children in the same birth cohorts in the whole region, providing evidence of an overall lack of association with vaccination.# The first diagnosis of autism or initial signs of behavioral regression were not more likely to occur within time periods following vaccination than during other time periods.# A weak statistical association existed between MMR vaccination and initial parental concern, but this appears to have been due to parents' difficulty in recalling precise age at onset and a preference for approximating the age as 18 months.:What seminar did you visit? I have to remove the the parargraph you added, because it is simply false. Instead I put a link to an article about the subject. - 
0	According to The Royal Shakespeare Company, this is pronounced [KAL-a-ban].
0	==Page move==For what it's worth, article titles are not supposed to be formal, so that two votes above are simply contrary to the Manual of Style. See Wikipedia:Naming conventions (common names). As an example of this practice, see Nintendo. If I had realized this page was up for moving, I would have supported it, however it appears I missed it. As is, six supported while four opposed, but as I mentioned above, two of those votes were contrary to the Manual of Style, leaving us with six supports and two opposes. The answer seems obvious to me, but I'll leave this sit for a while. -  |  
0	: Do not edit war over this. We are disagreeing and I do not see that you at all widely publicised this NOR received any comments from other than 3-4 people. This is a major change and should NOT be rammed in. We have time.    21:23, 2005 Mar 10 (UTC)
0	== Unprotect the page ==Damn.  Why is the page protected?  I want to make some changes.  Can someone unprotect the page? I am getting impatient with the Bahai censorshipmeisters and the incompetent low-IQ admin who has made a career for himself in Wikipedia by hanging around the Bahai articles where he doesn't even have the slightest qualification on the subject matter.   
0	Oh hi Violet. I wanna call you babe but I have a feeling you're a cyber transvestite.  May I ask whether you're femme or not?  By that I mean a real femme, not some homo or similar abnormal case.  If you're a REAL FEMALE please provide me with some details about yourself and we'll take it from there.  Danke im voraus!   
0	Let's leave it to the readers to determine who can write  and who can spell==Oh, I think I get it  it is ok for Squeakbox to place any comments he wants on MY HOME PAGE, which he did  even deleting mine.==
0	  Maybe that is the name his mother gave him!
0	`First of all, I was unaware of the fact that counties are not treated the same way in the East Coast as they are out here. I won't argue the actual figures anymore because your's are obviously correct, and I was mistaken. BUT there is a distinct difference between ``feeling`` like you are part of a city and actually BEING part of that city. I grew up in the San Fernando Valley and now live in the Los Angeles County half of Agoura Hills, I am, by most any definition, an ``Angelino``. But I'm taking classes right now at Moorpark Junior College, which takes it's main pull of students from Simi Valley/Moorpark/Camarillo. Many of those people seem quite content with the fact that they AREN'T part of Los Angeles and are quite happy to remind people as much. They consider it to be a better ``cleaner`` life where they are and wouldn't want to become part of the city of Los Angeles even if given the chance. Beyond that, they simply aren't residents of Los Angeles or the Greater L.A. area even if they proclaim to be, regardless of what any resident or tourist alike would prefer to believe or tell people. By that logic, San Diego residents may as well start calling themselves Los Angeles residents, since San Deigo doesn't take much longer to get to from my house (about 3 hours) than does LAX (which can take 1 and 1/2 to 2 hours to reach in rush hour traffic).`
0	` 2005 (UTC)AgreeI think that Wikipedia is doing things differently, and showing that knowledge and science isn't only made up of white males would be another ``different`` and positive thing. It doesn't come up naturally because that's how everybody else does things, but once we've identified the systemic bias, we should be more careful about not promoting it any more than it deserves. I'm not talking about quotas and rules and such, just that we should organically try to keep our eyes open for more diversity.  05:29, 11 Mar`
0	`**There is another problem also. Two other Users have appear (from nowhere) and modify the page, supporting Viajero POV. I can't rv more than 2 times, becouse It would be a violation and I don't wann gave Viajero another excuse to attack me. a RfC is enough. Please, delete those paragraphs that talk about a ``picture with death bodies`` to boost his image. And keep an eye on the page. I can't fight 4 persons at the same time. I will appreciate.  `
0	`I have fixed some of the anto day trading bias in the 1st para but there is work to be done.  I do not see why the activity is any more risky than any other trading:  If you are dealing in cars, in tomatoes or, say, stocks and shares, then all these can be risky - especially so if you do so with a loan from your bank or broker.  And margin trading is just that, a loan from your broker.  Losses are common but so are gains, not just ``occasionally``.  And of course professionals (i.e. successful day traders) and banks do day trading also!!!!   It does not just refer to Joe Soap, bored househusband, risking the housekeeping money.   `
0	Squeakbox went over to Wiki Global Elite, an independent site using licensed Wiki Media technology and vandalized many pages, not only of myself, but erasing history pages, and then implying that an administrator there had done it and reporting on this board that his page had been locked in and the page composed by yours truly locked out.  The administration of that board undid Squeakbox's damage and has locked the site from further unauthorized editing due to his vandalism!CONSTANCE E. CUMBEYcumbey@gmail.comSqueakbox appears to be
0	Gone Off===*gone takes on a peculiar quality: whereas all other  (born, saw) became , and all  (hot) became , gone stayed as .Somehow I think that what's really going on here is the the remnants of the LOT-CLOTH split.  You can hear the same happening in the word off as well.  However, it seems to me that these pronunciations are on the out.  I haven't heard anyone of my generation or younger using // for these words. -Jim 14Mar05===Bread vs Bred===Is it just me or do other Aussies distinguist these words?  For me bred rhymes with red but bread doesn't.  Bread rhymes with haired. - Jim 14Mar05=
1	==Can I Eye==FUCK YOU YOU NEGRO SEE GROW  
1	==Thank You your the Wellcome==ARABIC ASSHOLR GO BACK TO ARABIA YOU FUCKING ARABIC SAUDI!!  
